Ethnicity,Gender,Age,Admitted,Admit_Type,Application_Term,HS_GPA,Old_SAT,New_SAT,ACT,Enrolled,Scholarship_App,FinAid_Applicant,High_School_Percentile,FirstGen_Ind
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.881,,,,Yes,N,Y,93.0,Yes
Black,Male,18.0,Yes,FR,Fall 2023,3.024,,,,No,N,Y,82.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Male,18.0,Yes,FR,Fall 2023,3.5,,,,No,N,Y,,No
Black,Female,18.0,Yes,FR,Fall 2023,3.673,,,,No,N,Y,91.0,No
Black,Male,19.0,Yes,FR,Fall 2023,3.122,,,,No,N,N,67.0,No
Black,Female,19.0,No,FR,Fall 2023,,,900.0,,No,N,N,41.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.46,,,,No,N,N,87.0,No
White,Male,18.0,Yes,FR,Fall 2023,2.943,,,,Yes,N,Y,31.0,Yes
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.368,,,,No,N,Y,35.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.771,,,,No,N,Y,67.0,No
Black,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.458,,,,No,N,Y,63.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.564,,,,No,N,Y,81.0,No
Black,Male,20.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,2.8571,,,,No,N,N,3.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.356,,,,No,N,Y,56.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.704,,,,No,N,Y,89.0,No
White,Male,18.0,Yes,FR,Fall 2023,3.8793,,,,No,N,Y,93.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.324,,,,No,N,Y,59.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.49,,,,No,N,Y,53.0,No
White,Female,18.0,Yes,FR,Fall 2023,4.0,,1280.0,,Yes,N,Y,92.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,98.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.537,,,,Yes,N,Y,69.0,Yes
Unknown,Male,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.717,,,,No,N,Y,88.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.478,,,,No,N,N,84.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,2.688,,,,No,N,Y,15.0,No
White,Male,18.0,Yes,FR,Fall 2023,3.854,,1260.0,,Yes,N,Y,83.0,No
White,Male,18.0,Yes,FR,Fall 2023,3.854,,1260.0,,Yes,N,Y,83.0,No
Black,Female,18.0,Yes,FR,Fall 2023,,,,,Yes,N,Y,59.0,Yes
White,Female,18.0,Yes,FR,Fall 2023,3.261,,,,No,N,N,38.0,No
Unknown,Male,19.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.682,,,,No,N,Y,95.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.104,,,,Yes,N,Y,79.0,Yes
Asian,Female,18.0,Yes,FR,Fall 2023,3.311,,,,Yes,N,Y,72.0,Yes
Black,Male,19.0,Yes,FR,Fall 2023,3.16,,,,Yes,N,Y,71.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.0833,,,,Yes,N,Y,39.0,No
Black,Male,20.0,No,FR,Fall 2023,,,,,No,N,Y,16.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.818,,,,No,N,N,64.0,No
Hispanic,Unknown,18.0,Yes,FR,Fall 2023,3.0,,,,No,N,N,68.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.4,,,,No,N,N,88.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,28.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,2.771,,,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2023,2.424,,,,No,N,Y,,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,2.449,,980.0,,No,N,Y,,No
Black,Male,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.24,,,,No,N,Y,88.0,No
Black,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.593,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,71.0,No
Black,Female,18.0,Yes,FR,Fall 2023,2.86,,740.0,,Yes,N,Y,43.0,Yes
Hispanic,Male,19.0,No,FR,Fall 2023,2.528,,,,No,N,Y,,No
Unknown,Male,19.0,Yes,FR,Fall 2023,3.0,,,,No,N,Y,40.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,46.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.167,,,,Yes,N,Y,75.0,Yes
Black,Male,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.519,,,,No,N,Y,70.0,No
Black,Female,19.0,Yes,FR,Fall 2023,2.862,,,,No,N,N,60.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.186,,,,No,N,N,35.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.075,,,,Yes,N,Y,44.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.956,,,,Yes,N,Y,75.0,Yes
Black,Female,18.0,Yes,FR,Fall 2023,3.467,,940.0,,No,N,Y,65.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.381,,,,No,N,N,82.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.816,,,,No,N,Y,91.0,No
Black,Female,19.0,Yes,FR,Fall 2023,2.913,,,,No,N,Y,36.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,61.0,No
Hispanic,Male,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2023,,,970.0,,No,N,Y,52.0,No
Black,Female,18.0,Yes,FR,Fall 2023,2.841,,900.0,19.0,No,N,Y,54.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.273,,,,No,N,Y,,No
Black,Male,18.0,Yes,FR,Fall 2023,3.17,,,,No,N,Y,53.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,99.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.689,,1010.0,,No,N,Y,87.0,No
White,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Male,19.0,No,FR,Fall 2023,2.313,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2023,3.69,,970.0,,No,N,Y,77.0,No
Hispanic,Male,19.0,No,FR,Fall 2023,,,1110.0,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.591,,1030.0,,No,N,Y,85.0,No
Black,Male,19.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Asian,Male,18.0,Yes,FR,Fall 2023,3.93,,1250.0,,Yes,N,Y,89.0,No
Unknown,Male,19.0,No,FR,Fall 2023,2.24,,,15.0,No,N,N,16.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.293,,,,No,N,N,49.0,No
Black,Male,19.0,No,FR,Fall 2023,2.524,,,,No,N,N,32.0,No
Black,Male,19.0,Yes,FR,Fall 2023,3.1111,,,,No,N,Y,68.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.444,,,,No,N,N,75.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.105,,990.0,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.265,,,,No,N,Y,60.0,No
Unknown,Male,20.0,Yes,FR,Fall 2023,2.948,,,,No,N,N,13.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.333,,,,No,N,Y,61.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,2.936,,,,No,N,N,23.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.927,,,,No,N,Y,91.0,No
Black,Female,18.0,No,FR,Fall 2023,,,,,No,N,Y,86.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.64,,,,No,N,N,36.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.487,,,,No,N,N,79.0,No
Black,Female,19.0,No,FR,Fall 2023,,,,,No,N,Y,58.0,No
White,Male,18.0,No,FR,Fall 2023,3.667,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Asian,Male,19.0,Yes,FR,Fall 2023,3.977,,1260.0,,No,N,Y,56.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,2.511,,,,No,N,Y,71.0,No
Black,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,33.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.024,,,,Yes,N,Y,49.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.75,,,,No,N,Y,90.0,No
Black,Male,19.0,No,FR,Fall 2023,2.49,,,,No,N,Y,30.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.543,,,,No,N,Y,90.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,2.636,,,,No,N,Y,36.0,No
Hispanic,Male,19.0,No,FR,Fall 2023,2.474,,,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.58,,,,No,N,Y,92.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.675,,,,No,N,Y,75.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.189,,,,No,N,Y,66.0,No
Hispanic,Female,20.0,Yes,FR,Fall 2023,2.469,,920.0,18.0,No,N,N,20.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,25.0,No
White,Female,19.0,Yes,FR,Fall 2023,3.488,,,,No,N,Y,47.0,No
Black,Female,19.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,98.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.816,,830.0,,Yes,N,Y,65.0,Yes
Black,Female,18.0,Yes,FR,Fall 2023,2.9545,,,,No,N,Y,68.0,No
Hispanic,Male,19.0,No,FR,Fall 2023,2.7333,,,,No,N,Y,45.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.846,,,,No,N,Y,97.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,2.75,,,17.0,No,N,Y,39.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.386,,,,No,N,Y,72.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.848,,,,No,N,N,,No
Hispanic,Female,20.0,No,FR,Fall 2023,2.341,,,,No,N,N,18.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.698,,1130.0,,Yes,N,Y,75.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.694,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2023,3.913,,,,No,N,Y,97.0,No
Black,Female,19.0,Yes,FR,Fall 2023,2.8,,,,Yes,N,Y,32.0,Yes
Black,Female,18.0,Yes,FR,Fall 2023,3.208,,,,No,N,N,80.0,No
Black,Male,18.0,Yes,FR,Fall 2023,2.75,,,,No,N,Y,48.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.469,,,,No,N,Y,88.0,No
Black,Male,18.0,No,FR,Fall 2023,,,,,No,N,Y,,No
White,Female,18.0,No,FR,Fall 2023,,,1060.0,,No,N,N,43.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.019,,,,No,N,Y,37.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.098,,,,No,N,N,86.0,No
Unknown,Unknown,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.549,,,,No,N,Y,81.0,No
Black,Male,19.0,No,FR,Fall 2023,,,860.0,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,64.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.411,,,,No,N,N,35.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.609,,,,No,N,Y,88.0,No
Hispanic,Female,20.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,2.86,,,,No,N,N,57.0,No
Black,Male,18.0,Yes,FR,Fall 2023,2.976,,,,No,N,N,38.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,2.5,,,,No,N,N,15.0,No
Black,Male,19.0,Yes,FR,Fall 2023,2.788,,,,Yes,N,Y,14.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.4,,,,No,N,N,1.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,2.83,,,,No,N,Y,50.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.409,,,,No,N,Y,6.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.093,,,,No,N,N,49.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.692,,,,No,N,Y,82.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.429,,,,No,N,Y,63.0,No
White,Male,19.0,Yes,FR,Fall 2023,4.0,,1040.0,,Yes,N,Y,77.0,Yes
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Asian,Female,18.0,Yes,FR,Fall 2023,3.095,,1070.0,,No,N,Y,,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,2.92,,,,No,N,Y,66.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,1160.0,,No,N,Y,92.0,No
Unknown,Female,19.0,Yes,FR,Fall 2023,2.756,,,,No,N,Y,23.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.417,,,,No,N,N,89.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.261,,,,No,N,N,70.0,No
Hispanic,Male,19.0,No,FR,Fall 2023,2.725,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.327,,,,No,N,N,69.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,2.833,,,,No,N,Y,,No
Hispanic,Male,19.0,No,FR,Fall 2023,2.596,,,,No,N,Y,,No
Black,Female,19.0,Yes,FR,Fall 2023,3.75,,,,No,N,Y,85.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.571,,,,No,N,N,,No
White,Male,18.0,Yes,FR,Fall 2023,3.41,,,23.0,No,N,Y,72.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.229,,870.0,,No,N,Y,60.0,No
Unknown,Male,18.0,No,FR,Fall 2023,,,,,No,N,Y,76.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.4694,,,,No,N,Y,47.0,No
Black,Female,19.0,Yes,FR,Fall 2023,2.756,,,,No,N,N,20.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,1050.0,,No,N,N,29.0,No
Indian,Female,20.0,Yes,FR,Fall 2023,3.324,,,,No,N,Y,70.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.643,,,,No,N,N,16.0,No
Black,Female,19.0,No,FR,Fall 2023,2.404,,,,No,N,N,39.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.676,,,,No,N,Y,89.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,,,,,No,N,N,82.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,2.4634,,,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,30.0,No
Unknown,Unknown,19.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Black,Male,18.0,Yes,FR,Fall 2023,3.0,,,,No,N,N,10.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.444,,,,No,N,N,13.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.3,,1110.0,,No,N,Y,46.0,No
Hispanic,Male,19.0,No,FR,Fall 2023,2.446,,,,No,N,Y,21.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,94.0,No
Black,Female,19.0,Yes,FR,Fall 2023,2.841,,,,No,N,Y,66.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.643,,,,No,N,Y,87.0,No
Black,Female,19.0,No,FR,Fall 2023,,,1110.0,,No,N,Y,76.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.571,,,,No,N,Y,79.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.596,,,,No,N,Y,65.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.943,,,,No,N,Y,93.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.754,,,,No,N,Y,90.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.255,,,,No,N,N,,No
Asian,Female,19.0,No,FR,Fall 2023,2.543,,,,No,N,Y,28.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.435,,,,No,N,Y,60.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,2.87,,,,No,N,N,48.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.652,,,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.686,,,,No,N,Y,62.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.4762,,1060.0,,Yes,N,Y,37.0,Yes
White,Female,19.0,Yes,FR,Fall 2023,3.771,,,,No,N,Y,57.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.8723,,,,No,N,Y,68.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.605,,,,No,N,Y,59.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.5741,,,,No,N,Y,85.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,Y,69.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.283,,,,No,N,N,58.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.468,,,,No,N,Y,65.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Multi-race,Female,20.0,Yes,FR,Fall 2023,3.766,,,,Yes,N,Y,74.0,Yes
Black,Female,19.0,Yes,FR,Fall 2023,2.913,,,,No,N,N,84.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,2.975,,1030.0,,No,N,Y,50.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2023,2.619,,920.0,,No,N,Y,35.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,61.0,No
Asian,Female,18.0,No,FR,Fall 2023,2.425,,,,No,N,N,9.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,2.957,,,,Yes,N,Y,31.0,Yes
Black,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
White,Male,18.0,No,FR,Fall 2023,2.884,,,,No,N,N,55.0,No
Hispanic,Female,20.0,Yes,FR,Fall 2023,2.921,,,,No,N,N,22.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.509,,,,No,N,Y,91.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,,,1060.0,,No,N,N,63.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.244,,,,No,N,Y,75.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.679,,,,No,N,Y,93.0,No
Hispanic,Female,20.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2023,3.386,,,,No,N,Y,70.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,69.0,No
Black,Female,18.0,No,FR,Fall 2023,2.592,,810.0,15.0,No,N,Y,28.0,No
Unknown,Unknown,18.0,No,FR,Fall 2023,3.511,,,,No,N,Y,69.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.324,,,,No,N,Y,78.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.796,,,,No,N,Y,65.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.902,,,,No,N,Y,97.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,,,,,No,N,N,54.0,No
Black,Female,18.0,No,FR,Fall 2023,,,,,No,N,Y,96.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.682,,1100.0,,No,N,Y,66.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.7,,,15.0,Yes,N,Y,70.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2023,3.367,,,,Yes,N,Y,60.0,No
Black,Male,19.0,No,FR,Fall 2023,2.568,,,,No,N,N,44.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,2.756,,,,No,N,N,,No
Hispanic,Male,18.0,No,FR,Fall 2023,2.738,,870.0,,No,N,Y,,No
Hispanic,Male,20.0,Yes,FR,Fall 2023,3.3636,,,,No,N,N,66.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.467,,,,No,N,Y,76.0,No
Black,Female,18.0,Yes,FR,Fall 2023,2.893,,,,No,N,N,48.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.023,,,,No,N,Y,33.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.19,,,,No,N,Y,58.0,No
Black,Male,18.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Hispanic,Female,18.0,No,FR,Fall 2023,2.6,,,,No,N,Y,21.0,No
Black,Male,19.0,Yes,FR,Fall 2023,3.49,,,,Yes,N,Y,73.0,Yes
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Hispanic,Male,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2023,3.041,,,,No,N,N,17.0,No
Black,Female,20.0,Yes,FR,Fall 2023,3.62,,,,No,N,N,55.0,No
White,Female,19.0,Yes,FR,Fall 2023,3.231,,,,No,N,Y,32.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2023,3.286,,,,No,N,Y,44.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.83,,1030.0,,No,N,Y,85.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.238,,,,No,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.023,,,,No,N,Y,,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.222,,900.0,,No,N,Y,62.0,No
Black,Male,17.0,Yes,FR,Fall 2023,3.063,,,,No,N,N,44.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.044,,,,No,N,Y,31.0,No
Black,Male,19.0,Yes,FR,Fall 2023,3.804,,,,No,N,Y,52.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.4038,,,,No,N,Y,59.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.237,,,,No,N,Y,,No
White,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2023,2.806,,,,No,N,Y,24.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.833,,1080.0,,Yes,N,Y,81.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,Y,,No
Black,Male,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Multi-race,Male,18.0,Yes,FR,Fall 2023,3.614,,,,No,N,Y,73.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,3.673,,,,No,N,Y,88.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.133,,,,No,N,Y,31.0,No
White,Male,19.0,Yes,FR,Fall 2023,3.533,,,,No,N,N,43.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.853,,,,No,N,Y,84.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2023,2.979,,1160.0,,No,N,Y,96.0,No
Black,Male,19.0,No,FR,Fall 2023,,,1040.0,,No,N,Y,,No
Black,Male,18.0,Yes,FR,Fall 2023,3.518,,1010.0,,No,N,Y,94.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.795,,1020.0,,No,N,Y,88.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.756,,,,Yes,N,Y,,Yes
Black,Female,19.0,Yes,FR,Fall 2023,3.238,,,,Yes,N,Y,80.0,Yes
Hispanic,Female,18.0,Yes,FR,Fall 2023,2.756,,,,Yes,N,Y,80.0,Yes
Black,Female,19.0,Yes,FR,Fall 2023,2.824,,,,Yes,N,Y,57.0,Yes
Black,Female,18.0,Yes,FR,Fall 2023,3.171,,,,No,N,Y,52.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.25,,,,No,N,N,85.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,2.467,,,,No,N,N,56.0,No
Black,Male,18.0,No,FR,Fall 2023,2.614,,,,No,N,Y,49.0,No
White,Female,19.0,Yes,FR,Fall 2023,3.919,,,,No,N,Y,93.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,2.804,,,,No,N,Y,31.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.76,,,,No,N,Y,68.0,No
Black,Female,18.0,Yes,FR,Fall 2023,3.286,,,,No,N,Y,70.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2023,3.13,,,,No,N,Y,39.0,No
Hispanic,Male,19.0,No,FR,Fall 2023,2.698,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,80.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.022,,,,No,N,N,35.0,No
White,Female,18.0,Yes,FR,Fall 2023,3.938,,,,No,N,Y,76.0,No
White,Female,19.0,Yes,FR,Fall 2023,3.646,,,,No,N,N,60.0,No
Black,Female,19.0,Yes,FR,Fall 2023,3.438,,,,No,N,Y,82.0,No
Black,Female,19.0,No,FR,Fall 2023,2.588,,,,Yes,N,Y,52.0,No
Black,Male,19.0,Yes,FR,Fall 2023,2.946,,1030.0,,No,N,Y,46.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
Black,Male,19.0,No,FR,Fall 2023,2.622,,,,No,N,Y,25.0,No
Hispanic,Female,19.0,No,FR,Fall 2023,,,,,No,N,N,,No
Multi-race,Male,19.0,Yes,FR,Fall 2023,3.109,,,,No,N,Y,32.0,No
Black,Female,19.0,Yes,FR,Fall 2023,2.957,,,,No,N,N,71.0,No
Unknown,Male,18.0,Yes,FR,Fall 2023,3.295,,,,No,N,Y,66.0,No
Hispanic,Female,18.0,No,FR,Fall 2023,2.72,,,,No,N,Y,42.0,No
White,Male,19.0,No,FR,Fall 2023,3.395,,,,No,N,N,65.0,No
Asian,Female,18.0,Yes,FR,Fall 2023,3.579,,,,No,N,Y,71.0,No
Black,Female,19.0,Yes,FR,Fall 2023,2.8,,,,No,N,Y,9.0,No
Black,Female,18.0,No,FR,Fall 2023,,,,,No,N,N,74.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2023,3.5893,,,,No,N,Y,93.0,No
Black,Male,18.0,Yes,FR,Fall 2023,3.592,,1090.0,,No,N,Y,86.0,No
Hispanic,Male,18.0,No,FR,Fall 2023,,,,,No,N,N,,No
